날짜,회차,좌우,줄수,홀짝
2025-05-09,171,RIGHT,3,ODD
2025-05-09,172,LEFT,4,ODD
2025-05-09,173,RIGHT,4,EVEN
2025-05-09,174,LEFT,4,ODD
2025-05-09,175,LEFT,3,EVEN
2025-05-09,176,LEFT,4,ODD
2025-05-09,177,LEFT,3,EVEN
2025-05-09,178,LEFT,4,ODD
2025-05-09,179,RIGHT,3,ODD
2025-05-09,180,RIGHT,4,EVEN
2025-05-09,181,LEFT,4,ODD
2025-05-09,182,RIGHT,3,ODD
2025-05-09,184,RIGHT,4,EVEN
2025-05-09,185,LEFT,4,ODD
2025-05-09,186,RIGHT,3,ODD
2025-05-09,187,LEFT,3,EVEN
2025-05-09,188,LEFT,4,ODD
2025-05-09,189,RIGHT,3,ODD
2025-05-09,190,RIGHT,4,EVEN
2025-05-09,191,RIGHT,4,EVEN
2025-05-09,192,LEFT,4,ODD
2025-05-09,193,RIGHT,3,ODD
2025-05-09,194,LEFT,4,ODD
2025-05-09,195,RIGHT,4,EVEN
2025-05-09,196,LEFT,4,ODD
2025-05-09,197,LEFT,3,EVEN
2025-05-09,198,LEFT,3,EVEN
2025-05-09,199,LEFT,3,EVEN
2025-05-09,200,RIGHT,3,ODD
2025-05-09,201,LEFT,3,EVEN
2025-05-09,202,LEFT,4,ODD
2025-05-09,203,RIGHT,4,EVEN
2025-05-09,204,LEFT,3,EVEN
2025-05-09,205,RIGHT,3,ODD
2025-05-09,206,RIGHT,3,ODD
2025-05-09,207,LEFT,3,EVEN
2025-05-09,208,RIGHT,4,EVEN
2025-05-09,210,RIGHT,4,EVEN
2025-05-09,211,RIGHT,3,ODD
2025-05-09,212,RIGHT,4,EVEN
2025-05-09,213,LEFT,4,ODD
2025-05-09,214,RIGHT,3,ODD
2025-05-09,215,LEFT,3,EVEN
2025-05-09,216,RIGHT,3,ODD
2025-05-09,217,LEFT,4,ODD
2025-05-09,218,LEFT,3,EVEN
2025-05-09,219,RIGHT,4,EVEN
2025-05-09,220,RIGHT,3,ODD
2025-05-09,221,LEFT,3,EVEN
2025-05-09,222,RIGHT,3,ODD
2025-05-09,223,LEFT,3,EVEN
2025-05-09,224,RIGHT,4,EVEN
2025-05-09,225,RIGHT,3,ODD
2025-05-09,226,RIGHT,3,ODD
2025-05-09,227,LEFT,4,ODD
2025-05-09,228,RIGHT,3,ODD
2025-05-09,229,LEFT,4,ODD
2025-05-09,230,RIGHT,3,ODD
2025-05-09,231,RIGHT,4,EVEN
2025-05-09,232,LEFT,4,ODD
2025-05-09,233,RIGHT,4,EVEN
2025-05-09,234,LEFT,4,ODD
2025-05-09,235,LEFT,4,ODD
2025-05-09,236,LEFT,4,ODD
2025-05-09,237,LEFT,3,EVEN
2025-05-09,239,RIGHT,4,EVEN
2025-05-09,240,LEFT,4,ODD
2025-05-09,241,RIGHT,3,ODD
2025-05-09,242,RIGHT,4,EVEN
2025-05-09,243,LEFT,3,EVEN
2025-05-09,244,LEFT,3,EVEN
2025-05-09,245,RIGHT,3,ODD
2025-05-09,246,LEFT,4,ODD
2025-05-09,247,LEFT,4,ODD
2025-05-09,248,LEFT,3,EVEN
2025-05-09,249,RIGHT,3,ODD
2025-05-09,250,LEFT,4,ODD
2025-05-09,251,LEFT,4,ODD
2025-05-09,252,LEFT,3,EVEN
2025-05-09,253,LEFT,3,EVEN
2025-05-09,254,RIGHT,3,ODD
2025-05-09,255,RIGHT,4,EVEN
2025-05-09,256,RIGHT,3,ODD
2025-05-09,257,LEFT,4,ODD
2025-05-09,258,RIGHT,4,EVEN
2025-05-09,259,RIGHT,3,ODD
2025-05-09,260,LEFT,4,ODD
2025-05-09,261,LEFT,4,ODD
2025-05-09,262,RIGHT,3,ODD
2025-05-09,264,RIGHT,3,ODD
2025-05-09,265,RIGHT,3,ODD
2025-05-09,266,RIGHT,3,ODD
2025-05-09,267,LEFT,3,EVEN
2025-05-09,268,RIGHT,4,EVEN
2025-05-09,269,LEFT,4,ODD
2025-05-09,270,RIGHT,3,ODD
2025-05-09,271,LEFT,4,ODD
2025-05-09,272,LEFT,4,ODD
2025-05-09,273,RIGHT,4,EVEN
2025-05-09,274,RIGHT,4,EVEN
2025-05-09,275,LEFT,3,EVEN
2025-05-09,276,LEFT,3,EVEN
2025-05-09,277,LEFT,4,ODD
2025-05-09,278,RIGHT,3,ODD
2025-05-09,279,LEFT,3,EVEN
2025-05-09,280,RIGHT,3,ODD
2025-05-09,281,RIGHT,3,ODD
2025-05-09,282,LEFT,4,ODD
2025-05-09,283,RIGHT,3,ODD
2025-05-09,284,RIGHT,4,EVEN
2025-05-09,285,RIGHT,4,EVEN
2025-05-09,286,LEFT,3,EVEN
2025-05-09,287,RIGHT,3,ODD
2025-05-09,288,RIGHT,3,ODD
2025-05-10,2,RIGHT,3,ODD
2025-05-10,3,LEFT,3,EVEN
2025-05-10,4,LEFT,4,ODD
2025-05-10,5,LEFT,4,ODD
2025-05-10,6,LEFT,4,ODD
2025-05-10,7,RIGHT,3,ODD
2025-05-10,8,LEFT,4,ODD
2025-05-10,9,LEFT,4,ODD
2025-05-10,10,RIGHT,3,ODD
2025-05-10,11,RIGHT,3,ODD
2025-05-10,12,LEFT,4,ODD
2025-05-10,13,RIGHT,3,ODD
2025-05-10,14,LEFT,4,ODD
2025-05-10,15,RIGHT,4,EVEN
2025-05-10,16,RIGHT,4,EVEN
2025-05-10,17,LEFT,3,EVEN
2025-05-10,20,RIGHT,4,EVEN
2025-05-10,21,RIGHT,4,EVEN
2025-05-10,22,RIGHT,4,EVEN
2025-05-10,23,RIGHT,3,ODD
2025-05-10,24,RIGHT,3,ODD
2025-05-10,25,RIGHT,3,ODD
2025-05-10,26,LEFT,4,ODD
2025-05-10,27,LEFT,3,EVEN
2025-05-10,28,RIGHT,3,ODD
2025-05-10,29,RIGHT,4,EVEN
2025-05-10,30,LEFT,4,ODD
2025-05-10,31,RIGHT,3,ODD
2025-05-10,32,RIGHT,4,EVEN
2025-05-10,33,RIGHT,3,ODD
2025-05-10,34,LEFT,4,ODD
2025-05-10,35,RIGHT,3,ODD
2025-05-10,36,RIGHT,4,EVEN
2025-05-10,37,LEFT,3,EVEN
2025-05-10,38,LEFT,4,ODD
2025-05-10,39,RIGHT,4,EVEN
2025-05-10,40,LEFT,3,EVEN
2025-05-10,41,LEFT,4,ODD
2025-05-10,42,LEFT,3,EVEN
2025-05-10,43,LEFT,3,EVEN
2025-05-10,44,LEFT,4,ODD
2025-05-10,45,RIGHT,3,ODD
2025-05-10,47,RIGHT,4,EVEN
2025-05-10,48,RIGHT,3,ODD
2025-05-10,49,LEFT,4,ODD
2025-05-10,50,LEFT,4,ODD
2025-05-10,51,LEFT,4,ODD
2025-05-10,52,RIGHT,4,EVEN
2025-05-10,53,LEFT,4,ODD
2025-05-10,54,RIGHT,3,ODD
2025-05-10,55,LEFT,3,EVEN
2025-05-10,56,LEFT,3,EVEN
2025-05-10,57,LEFT,4,ODD
2025-05-10,58,RIGHT,3,ODD
2025-05-10,59,LEFT,3,EVEN
2025-05-10,60,RIGHT,3,ODD
2025-05-10,61,RIGHT,3,ODD
2025-05-10,62,LEFT,3,EVEN
2025-05-10,63,LEFT,3,EVEN
2025-05-10,64,RIGHT,4,EVEN
2025-05-10,65,LEFT,3,EVEN
2025-05-10,66,LEFT,4,ODD
2025-05-10,67,RIGHT,3,ODD
2025-05-10,68,LEFT,3,EVEN
2025-05-10,69,RIGHT,4,EVEN
2025-05-10,70,LEFT,4,ODD
2025-05-10,71,RIGHT,3,ODD
2025-05-10,73,LEFT,3,EVEN
2025-05-10,74,LEFT,3,EVEN
2025-05-10,75,LEFT,4,ODD
2025-05-10,76,RIGHT,4,EVEN
2025-05-10,77,LEFT,3,EVEN
2025-05-10,78,RIGHT,3,ODD
2025-05-10,79,LEFT,3,EVEN
2025-05-10,80,RIGHT,4,EVEN
2025-05-10,81,RIGHT,4,EVEN
2025-05-10,82,LEFT,3,EVEN
2025-05-10,83,RIGHT,4,EVEN
2025-05-10,84,RIGHT,4,EVEN
2025-05-10,85,RIGHT,3,ODD
2025-05-10,86,RIGHT,3,ODD
2025-05-10,87,RIGHT,3,ODD
2025-05-10,88,LEFT,4,ODD
2025-05-10,89,RIGHT,4,EVEN
2025-05-10,90,LEFT,3,EVEN
2025-05-10,91,LEFT,4,ODD
2025-05-10,92,RIGHT,3,ODD
2025-05-10,93,RIGHT,3,ODD
2025-05-10,94,LEFT,4,ODD
2025-05-10,95,RIGHT,3,ODD
2025-05-10,96,RIGHT,3,ODD
2025-05-10,98,LEFT,4,ODD
2025-05-10,99,LEFT,3,EVEN
2025-05-10,100,RIGHT,4,EVEN
2025-05-10,101,RIGHT,4,EVEN
2025-05-10,102,RIGHT,4,EVEN
2025-05-10,103,RIGHT,3,ODD
2025-05-10,104,LEFT,4,ODD
2025-05-10,105,LEFT,3,EVEN
2025-05-10,106,RIGHT,4,EVEN
2025-05-10,107,LEFT,3,EVEN
2025-05-10,108,RIGHT,3,ODD
2025-05-10,109,RIGHT,3,ODD
2025-05-10,110,RIGHT,4,EVEN
2025-05-10,111,RIGHT,4,EVEN
2025-05-10,112,RIGHT,3,ODD
2025-05-10,113,RIGHT,4,EVEN
2025-05-10,114,LEFT,4,ODD
2025-05-10,115,LEFT,4,ODD
2025-05-10,116,LEFT,4,ODD
2025-05-10,117,RIGHT,4,EVEN
2025-05-10,118,RIGHT,3,ODD
2025-05-10,119,RIGHT,3,ODD
2025-05-10,120,LEFT,4,ODD
2025-05-10,121,RIGHT,3,ODD
2025-05-10,122,RIGHT,4,EVEN
2025-05-10,123,LEFT,3,EVEN
2025-05-10,124,RIGHT,3,ODD
2025-05-10,125,LEFT,4,ODD
2025-05-10,126,LEFT,3,EVEN
2025-05-10,127,RIGHT,4,EVEN
2025-05-10,128,RIGHT,3,ODD
2025-05-10,129,RIGHT,4,EVEN
2025-05-10,130,RIGHT,4,EVEN
2025-05-10,131,RIGHT,3,ODD
2025-05-10,132,LEFT,4,ODD
2025-05-10,133,RIGHT,3,ODD
2025-05-10,134,LEFT,3,EVEN
2025-05-10,135,RIGHT,4,EVEN
2025-05-10,136,LEFT,4,ODD
2025-05-10,137,RIGHT,4,EVEN
2025-05-10,138,LEFT,3,EVEN
2025-05-10,139,RIGHT,4,EVEN
2025-05-10,140,LEFT,4,ODD
2025-05-10,141,LEFT,3,EVEN
2025-05-10,142,RIGHT,4,EVEN
2025-05-10,143,RIGHT,3,ODD
2025-05-10,144,RIGHT,4,EVEN
2025-05-10,145,RIGHT,3,ODD
2025-05-10,146,LEFT,4,ODD
2025-05-10,147,LEFT,4,ODD
2025-05-10,148,LEFT,4,ODD
2025-05-10,150,RIGHT,4,EVEN
2025-05-10,151,RIGHT,4,EVEN
2025-05-10,152,RIGHT,3,ODD
2025-05-10,153,RIGHT,3,ODD
2025-05-10,154,LEFT,4,ODD
2025-05-10,155,RIGHT,3,ODD
2025-05-10,156,LEFT,4,ODD
2025-05-10,157,RIGHT,3,ODD
2025-05-10,158,RIGHT,4,EVEN
2025-05-10,159,RIGHT,3,ODD
2025-05-10,160,LEFT,4,ODD
2025-05-10,161,RIGHT,4,EVEN
2025-05-10,162,RIGHT,3,ODD
2025-05-10,163,LEFT,4,ODD
2025-05-10,164,RIGHT,3,ODD
2025-05-10,165,LEFT,4,ODD
2025-05-10,166,RIGHT,4,EVEN
2025-05-10,167,RIGHT,4,EVEN
2025-05-10,168,RIGHT,3,ODD
2025-05-10,169,LEFT,4,ODD
2025-05-10,170,RIGHT,3,ODD
2025-05-10,171,RIGHT,4,EVEN
2025-05-10,172,LEFT,4,ODD
2025-05-10,174,RIGHT,3,ODD
2025-05-10,175,LEFT,3,EVEN
2025-05-10,176,RIGHT,3,ODD
2025-05-10,177,RIGHT,4,EVEN
2025-05-10,178,LEFT,4,ODD
2025-05-10,179,LEFT,4,ODD
2025-05-10,180,RIGHT,4,EVEN
2025-05-10,181,RIGHT,3,ODD
2025-05-10,182,RIGHT,4,EVEN
2025-05-10,183,LEFT,3,EVEN
2025-05-10,184,LEFT,3,EVEN
2025-05-10,185,LEFT,4,ODD
2025-05-10,186,RIGHT,3,ODD
2025-05-10,187,LEFT,3,EVEN
2025-05-10,188,RIGHT,3,ODD
2025-05-10,189,RIGHT,3,ODD
2025-05-10,190,RIGHT,4,EVEN
2025-05-10,191,RIGHT,3,ODD
2025-05-10,192,RIGHT,4,EVEN
2025-05-10,193,RIGHT,4,EVEN
2025-05-10,194,LEFT,4,ODD
2025-05-10,195,LEFT,3,EVEN
2025-05-10,196,LEFT,3,EVEN
2025-05-10,197,RIGHT,3,ODD
2025-05-10,199,RIGHT,4,EVEN
2025-05-10,200,LEFT,3,EVEN
2025-05-10,201,LEFT,4,ODD
2025-05-10,202,LEFT,4,ODD
2025-05-10,203,RIGHT,4,EVEN
2025-05-10,204,RIGHT,4,EVEN
2025-05-10,205,LEFT,4,ODD
2025-05-10,206,LEFT,4,ODD
2025-05-10,207,LEFT,3,EVEN
2025-05-10,208,LEFT,3,EVEN
2025-05-10,209,LEFT,3,EVEN
2025-05-10,210,RIGHT,4,EVEN
2025-05-10,211,RIGHT,3,ODD
2025-05-10,212,LEFT,3,EVEN
2025-05-10,213,RIGHT,4,EVEN
2025-05-10,214,RIGHT,4,EVEN
2025-05-10,215,LEFT,3,EVEN
2025-05-10,216,LEFT,3,EVEN
2025-05-10,217,LEFT,3,EVEN
2025-05-10,218,RIGHT,4,EVEN
2025-05-10,219,RIGHT,4,EVEN
2025-05-10,220,LEFT,4,ODD
2025-05-10,221,LEFT,4,ODD
2025-05-10,222,RIGHT,4,EVEN
2025-05-10,223,LEFT,3,EVEN
2025-05-10,224,RIGHT,4,EVEN
2025-05-10,225,LEFT,3,EVEN
2025-05-10,226,RIGHT,3,ODD
2025-05-10,227,LEFT,3,EVEN
2025-05-10,228,RIGHT,4,EVEN
2025-05-10,229,RIGHT,4,EVEN
2025-05-10,230,LEFT,3,EVEN
2025-05-10,231,LEFT,3,EVEN
2025-05-10,232,LEFT,3,EVEN
2025-05-10,233,LEFT,4,ODD
2025-05-10,234,RIGHT,4,EVEN
2025-05-10,235,LEFT,3,EVEN
2025-05-10,236,LEFT,3,EVEN
2025-05-10,237,LEFT,4,ODD
2025-05-10,238,LEFT,3,EVEN
2025-05-10,239,RIGHT,3,ODD
2025-05-10,240,LEFT,4,ODD
2025-05-10,241,RIGHT,3,ODD
2025-05-10,242,RIGHT,3,ODD
2025-05-10,243,LEFT,3,EVEN
2025-05-10,244,LEFT,3,EVEN
2025-05-10,245,RIGHT,4,EVEN
2025-05-10,246,LEFT,3,EVEN
2025-05-10,247,LEFT,4,ODD
2025-05-10,248,RIGHT,4,EVEN
2025-05-10,249,LEFT,3,EVEN
2025-05-10,250,RIGHT,3,ODD
2025-05-10,251,RIGHT,4,EVEN
2025-05-10,252,LEFT,4,ODD
2025-05-10,253,RIGHT,3,ODD
2025-05-10,254,LEFT,3,EVEN
2025-05-10,255,LEFT,4,ODD
2025-05-10,256,LEFT,4,ODD
2025-05-10,257,LEFT,4,ODD
2025-05-10,258,LEFT,4,ODD
2025-05-10,259,LEFT,4,ODD
2025-05-10,260,LEFT,3,EVEN
2025-05-10,261,LEFT,3,EVEN
2025-05-10,262,RIGHT,3,ODD
2025-05-10,263,RIGHT,4,EVEN
2025-05-10,264,RIGHT,3,ODD
2025-05-10,265,RIGHT,4,EVEN
2025-05-10,266,LEFT,4,ODD
2025-05-10,267,RIGHT,4,EVEN
2025-05-10,268,LEFT,4,ODD
2025-05-10,269,RIGHT,3,ODD
2025-05-10,270,LEFT,3,EVEN
2025-05-10,271,LEFT,3,EVEN
2025-05-10,272,RIGHT,4,EVEN
2025-05-10,273,RIGHT,4,EVEN
2025-05-10,274,RIGHT,4,EVEN
2025-05-10,275,RIGHT,3,ODD
2025-05-10,276,RIGHT,4,EVEN
2025-05-10,277,LEFT,3,EVEN
2025-05-10,278,RIGHT,3,ODD
2025-05-10,279,RIGHT,3,ODD
2025-05-10,280,LEFT,3,EVEN
2025-05-10,281,RIGHT,3,ODD
2025-05-10,282,LEFT,4,ODD
2025-05-10,283,LEFT,3,EVEN
2025-05-10,284,RIGHT,3,ODD
2025-05-10,285,RIGHT,3,ODD
2025-05-10,286,RIGHT,3,ODD
2025-05-10,287,RIGHT,3,ODD
2025-05-10,288,RIGHT,3,ODD
2025-05-11,1,RIGHT,3,ODD
2025-05-11,2,LEFT,4,ODD
2025-05-11,3,RIGHT,4,EVEN
2025-05-11,4,RIGHT,3,ODD
2025-05-11,5,RIGHT,4,EVEN
2025-05-11,6,LEFT,4,ODD
2025-05-11,7,RIGHT,4,EVEN
2025-05-11,8,LEFT,3,EVEN
2025-05-11,9,RIGHT,3,ODD
2025-05-11,10,RIGHT,3,ODD
2025-05-11,11,RIGHT,3,ODD
2025-05-11,12,RIGHT,3,ODD
2025-05-11,13,RIGHT,4,EVEN
2025-05-11,14,LEFT,4,ODD
2025-05-11,16,LEFT,4,ODD
2025-05-11,17,LEFT,3,EVEN
2025-05-11,18,LEFT,4,ODD
2025-05-11,19,LEFT,4,ODD
2025-05-11,20,RIGHT,4,EVEN
2025-05-11,21,LEFT,3,EVEN
2025-05-11,22,RIGHT,4,EVEN
2025-05-11,23,RIGHT,4,EVEN
2025-05-11,24,RIGHT,4,EVEN
2025-05-11,25,RIGHT,3,ODD
2025-05-11,26,LEFT,4,ODD
2025-05-11,27,LEFT,3,EVEN
2025-05-11,28,LEFT,3,EVEN
2025-05-11,29,LEFT,3,EVEN
2025-05-11,30,RIGHT,4,EVEN
2025-05-11,31,LEFT,3,EVEN
2025-05-11,32,LEFT,4,ODD
2025-05-11,33,RIGHT,4,EVEN
2025-05-11,34,RIGHT,4,EVEN
2025-05-11,35,LEFT,4,ODD
2025-05-11,36,RIGHT,4,EVEN
2025-05-11,37,LEFT,4,ODD
2025-05-11,38,LEFT,4,ODD
2025-05-11,39,RIGHT,4,EVEN
2025-05-11,40,LEFT,3,EVEN
2025-05-11,41,RIGHT,4,EVEN
2025-05-11,42,LEFT,4,ODD
2025-05-11,44,LEFT,3,EVEN
2025-05-11,45,LEFT,4,ODD
2025-05-11,46,LEFT,3,EVEN
2025-05-11,47,RIGHT,3,ODD
2025-05-11,48,RIGHT,4,EVEN
2025-05-11,49,RIGHT,3,ODD
2025-05-11,50,LEFT,4,ODD
2025-05-11,51,RIGHT,4,EVEN
2025-05-11,52,LEFT,4,ODD
2025-05-11,53,LEFT,4,ODD
2025-05-11,54,RIGHT,4,EVEN
2025-05-11,55,RIGHT,3,ODD
2025-05-11,56,RIGHT,3,ODD
2025-05-11,57,LEFT,4,ODD
2025-05-11,58,LEFT,3,EVEN
2025-05-11,59,RIGHT,4,EVEN
2025-05-11,60,RIGHT,3,ODD
2025-05-11,61,LEFT,4,ODD
2025-05-11,62,RIGHT,3,ODD
2025-05-11,63,RIGHT,4,EVEN
2025-05-11,64,RIGHT,3,ODD
2025-05-11,65,LEFT,4,ODD
2025-05-11,66,LEFT,4,ODD
2025-05-11,67,LEFT,3,EVEN
2025-05-11,68,LEFT,3,EVEN
2025-05-11,69,RIGHT,4,EVEN
2025-05-11,71,RIGHT,3,ODD
2025-05-11,72,LEFT,3,EVEN
2025-05-11,73,LEFT,4,ODD
2025-05-11,74,RIGHT,3,ODD
2025-05-11,75,LEFT,4,ODD
2025-05-11,76,LEFT,4,ODD
2025-05-11,77,LEFT,4,ODD
2025-05-11,78,RIGHT,3,ODD
2025-05-11,79,RIGHT,3,ODD
2025-05-11,80,RIGHT,4,EVEN
2025-05-11,81,RIGHT,4,EVEN
2025-05-11,82,RIGHT,3,ODD
2025-05-11,83,RIGHT,4,EVEN
2025-05-11,84,RIGHT,4,EVEN
2025-05-11,85,LEFT,3,EVEN
2025-05-11,86,RIGHT,3,ODD
2025-05-11,87,RIGHT,4,EVEN
2025-05-11,88,RIGHT,3,ODD
2025-05-11,89,LEFT,4,ODD
2025-05-11,90,LEFT,3,EVEN
2025-05-11,91,LEFT,3,EVEN
2025-05-11,92,LEFT,4,ODD
2025-05-11,93,RIGHT,4,EVEN
2025-05-11,94,RIGHT,3,ODD
2025-05-11,95,RIGHT,3,ODD
2025-05-11,96,LEFT,3,EVEN
2025-05-11,97,LEFT,3,EVEN
2025-05-11,99,RIGHT,4,EVEN
2025-05-11,100,LEFT,3,EVEN
2025-05-11,101,LEFT,4,ODD
2025-05-11,102,LEFT,4,ODD
2025-05-11,103,LEFT,4,ODD
2025-05-11,104,RIGHT,3,ODD
2025-05-11,105,LEFT,4,ODD
2025-05-11,106,LEFT,3,EVEN
2025-05-11,107,RIGHT,4,EVEN
2025-05-11,108,RIGHT,3,ODD
2025-05-11,109,LEFT,4,ODD
2025-05-11,110,LEFT,4,ODD
2025-05-11,111,RIGHT,4,EVEN
2025-05-11,112,LEFT,3,EVEN
2025-05-11,113,LEFT,3,EVEN
2025-05-11,114,LEFT,3,EVEN
2025-05-11,115,RIGHT,4,EVEN
2025-05-11,116,RIGHT,4,EVEN
2025-05-11,117,LEFT,3,EVEN
2025-05-11,118,RIGHT,3,ODD
2025-05-11,119,RIGHT,3,ODD
2025-05-11,120,LEFT,3,EVEN
2025-05-11,121,LEFT,4,ODD
2025-05-11,122,RIGHT,3,ODD
2025-05-11,123,RIGHT,3,ODD
2025-05-11,124,LEFT,4,ODD
2025-05-11,125,LEFT,4,ODD
2025-05-11,127,LEFT,3,EVEN
2025-05-11,128,RIGHT,3,ODD
2025-05-11,129,RIGHT,3,ODD
2025-05-11,130,RIGHT,3,ODD
2025-05-11,131,RIGHT,3,ODD
2025-05-11,132,RIGHT,4,EVEN
2025-05-11,133,RIGHT,3,ODD
2025-05-11,134,LEFT,3,EVEN
2025-05-11,135,LEFT,3,EVEN
2025-05-11,136,LEFT,4,ODD
2025-05-11,137,LEFT,3,EVEN
2025-05-11,138,RIGHT,3,ODD
2025-05-11,139,LEFT,3,EVEN
2025-05-11,140,LEFT,3,EVEN
2025-05-11,141,RIGHT,3,ODD
2025-05-11,142,LEFT,4,ODD
2025-05-11,143,RIGHT,4,EVEN
2025-05-11,144,RIGHT,3,ODD
2025-05-11,145,LEFT,3,EVEN
2025-05-11,146,RIGHT,4,EVEN
2025-05-11,147,RIGHT,3,ODD
2025-05-11,148,LEFT,3,EVEN
2025-05-11,149,RIGHT,4,EVEN
2025-05-11,150,LEFT,4,ODD
2025-05-11,151,LEFT,3,EVEN
2025-05-11,152,LEFT,4,ODD
2025-05-11,153,LEFT,3,EVEN
2025-05-11,154,LEFT,4,ODD
2025-05-11,156,RIGHT,4,EVEN
2025-05-11,157,LEFT,3,EVEN
2025-05-11,158,RIGHT,4,EVEN
2025-05-11,159,LEFT,4,ODD
2025-05-11,160,LEFT,4,ODD
2025-05-11,161,RIGHT,4,EVEN
2025-05-11,162,LEFT,3,EVEN
2025-05-11,163,RIGHT,4,EVEN
2025-05-11,164,RIGHT,4,EVEN
2025-05-11,165,RIGHT,3,ODD
2025-05-11,166,LEFT,3,EVEN
2025-05-11,167,LEFT,3,EVEN
2025-05-11,168,LEFT,3,EVEN
2025-05-11,169,LEFT,3,EVEN
2025-05-11,170,LEFT,4,ODD
2025-05-11,171,RIGHT,3,ODD
2025-05-11,172,RIGHT,4,EVEN
2025-05-11,173,LEFT,4,ODD
2025-05-11,174,LEFT,3,EVEN
2025-05-11,175,RIGHT,3,ODD
2025-05-11,176,LEFT,3,EVEN
2025-05-11,177,LEFT,4,ODD
2025-05-11,178,RIGHT,3,ODD
2025-05-11,179,RIGHT,3,ODD
2025-05-11,180,LEFT,4,ODD
2025-05-11,182,LEFT,4,ODD
2025-05-11,183,RIGHT,3,ODD
2025-05-11,184,LEFT,3,EVEN
2025-05-11,185,LEFT,4,ODD
2025-05-11,186,RIGHT,3,ODD
2025-05-11,187,RIGHT,4,EVEN
2025-05-11,188,LEFT,3,EVEN
2025-05-11,189,LEFT,4,ODD
2025-05-11,190,LEFT,4,ODD
2025-05-11,191,RIGHT,4,EVEN
2025-05-11,192,RIGHT,3,ODD
2025-05-11,193,LEFT,3,EVEN
2025-05-11,194,RIGHT,4,EVEN
2025-05-11,195,LEFT,4,ODD
2025-05-11,196,RIGHT,3,ODD
2025-05-11,197,LEFT,4,ODD
2025-05-11,198,LEFT,4,ODD
2025-05-11,199,LEFT,3,EVEN
2025-05-11,200,LEFT,4,ODD
2025-05-11,201,RIGHT,4,EVEN
2025-05-11,202,LEFT,3,EVEN
2025-05-11,203,RIGHT,3,ODD
2025-05-11,204,RIGHT,4,EVEN
2025-05-11,205,RIGHT,3,ODD
2025-05-11,206,LEFT,4,ODD
2025-05-11,207,LEFT,3,EVEN
2025-05-11,208,RIGHT,4,EVEN
2025-05-11,210,RIGHT,4,EVEN
2025-05-11,211,LEFT,4,ODD
2025-05-11,212,LEFT,4,ODD
2025-05-11,213,LEFT,3,EVEN
2025-05-11,214,LEFT,3,EVEN
2025-05-11,215,RIGHT,4,EVEN
2025-05-11,216,LEFT,3,EVEN
2025-05-11,217,LEFT,3,EVEN
2025-05-11,218,LEFT,3,EVEN
2025-05-11,219,LEFT,3,EVEN
2025-05-11,220,LEFT,3,EVEN
2025-05-11,221,LEFT,4,ODD
2025-05-11,222,RIGHT,4,EVEN
2025-05-11,223,LEFT,3,EVEN
2025-05-11,224,LEFT,3,EVEN
2025-05-11,225,LEFT,3,EVEN
2025-05-11,226,RIGHT,4,EVEN
2025-05-11,227,LEFT,4,ODD
2025-05-11,228,RIGHT,3,ODD
2025-05-11,229,LEFT,4,ODD
2025-05-11,230,LEFT,3,EVEN
2025-05-11,231,LEFT,3,EVEN
2025-05-11,232,LEFT,3,EVEN
2025-05-11,233,RIGHT,4,EVEN
2025-05-11,234,LEFT,4,ODD
2025-05-11,235,LEFT,4,ODD
2025-05-11,236,LEFT,4,ODD
2025-05-11,238,LEFT,3,EVEN
2025-05-11,239,RIGHT,4,EVEN
2025-05-11,240,LEFT,4,ODD
2025-05-11,241,RIGHT,4,EVEN
2025-05-11,242,LEFT,3,EVEN
2025-05-11,243,RIGHT,4,EVEN
2025-05-11,244,RIGHT,3,ODD
2025-05-11,245,RIGHT,4,EVEN
2025-05-11,246,RIGHT,3,ODD
2025-05-11,247,LEFT,3,EVEN
2025-05-11,248,LEFT,3,EVEN
2025-05-11,249,LEFT,3,EVEN
2025-05-11,250,RIGHT,3,ODD
2025-05-11,251,RIGHT,3,ODD
2025-05-11,252,LEFT,3,EVEN
2025-05-11,253,RIGHT,4,EVEN
2025-05-11,254,RIGHT,4,EVEN
2025-05-11,255,LEFT,3,EVEN
2025-05-11,256,LEFT,4,ODD
2025-05-11,257,RIGHT,4,EVEN
2025-05-11,258,RIGHT,4,EVEN
2025-05-11,259,RIGHT,3,ODD
2025-05-11,260,LEFT,3,EVEN
2025-05-11,261,RIGHT,4,EVEN
2025-05-11,263,LEFT,3,EVEN
2025-05-11,264,RIGHT,4,EVEN
2025-05-11,265,LEFT,3,EVEN
2025-05-11,266,RIGHT,4,EVEN
2025-05-11,267,RIGHT,4,EVEN
2025-05-11,268,RIGHT,4,EVEN
2025-05-11,269,LEFT,3,EVEN
2025-05-11,270,RIGHT,4,EVEN
2025-05-11,271,LEFT,4,ODD
2025-05-11,272,RIGHT,4,EVEN
2025-05-11,273,LEFT,4,ODD
2025-05-11,274,LEFT,4,ODD
2025-05-11,275,LEFT,4,ODD
2025-05-11,276,LEFT,3,EVEN
2025-05-11,277,RIGHT,4,EVEN
2025-05-11,278,RIGHT,4,EVEN
2025-05-11,279,RIGHT,3,ODD
2025-05-11,280,LEFT,3,EVEN
2025-05-11,281,RIGHT,3,ODD
2025-05-11,282,LEFT,3,EVEN
